text,source,doc_type
"FirstRand Bank Limited is an Authorised Financial Services and Credit Provider (NCRCP20). Reg. No. 1929/001225/06  
 
REMOTE BANKING AGREEMENT  
24 JUNE 2021 
• If you no longer have access to the equipment or services necessary t o use the service interfaces. e.g Cellphone 
Network Service Provider removes your registered cellphone number from its network or ends your contract; 
• If your account is closed. 
• If the law requires us to do this. 
• If you don’t use the service channel for a period of 6 (six) months or more. If we end the agreement because of this the 
accountholder will have to register again. 
 
NOTE: It is your responsibility to cancel any scheduled payments and/or top ups and any recurring services or payments you 
set up on the service interface. The s ervice interface is just a means of setting up scheduled top ups and recurring services, 
ending the agreement does not mean these scheduled top ups or recurring services will also be cancelled.  
 
ENDS.",C:\Users\l\Documents\Banking-rag\data\agreements\Remote-Banking-Agreement.pdf,agreements
"First National Bank - a division of FirstRand Bank Limited. An Authorised Financial Service and Credit Provider (NCRCP20).
Terms and Conditions for Smartphones, Tablets or Laptops supplied by FNB
Who can purchase a device and ownership of the device?
To purchase a device from FNB you must meet all of the following conditions:
You must have an FNB Cheque Account with the Mobile Device pricing option. •	
You must pay your salary into this FNB Cheque Account and meet the minimum income requirements for the account each month.•	
Your credit report/record must be in good standing.•	
You must switch your Debit Orders to this FNB Cheque Account. •	
You must register for FNB Online Banking.•	
Only the specified devices will be available. FNB only allows one device per customer. 
You will become the owner of the device once you have met all the terms and conditions. 
Your voice logged or FNB Online contract",C:\Users\l\Documents\Banking-rag\data\product_terms\FNB-Smartphone-Tablet-Terms-and-conditions.pdf,product_terms
"You will become the owner of the device once you have met all the terms and conditions. 
Your voice logged or FNB Online contract 
In addition to the terms and conditions set out above which will apply to you, your voice logged contract or your FNB Online contract (as may be applicable) with FNB will  
also apply. This contract sets out the agreement in terms of which you purchase the device, the price payable as well as under which circumstances you will become liable  
to pay FNB the full retail value of the device. 
Additional telecommunication services required to use the device are for your own account
To be able to use the device you will need certain telecommunication services. This includes a SIM Card from a Mobile Network Operator (MNO). FNB does not provide 
telecommunication services and they are not included with the device. You must arrange for the necessary telecommunication services yourself and pay for them separately.",C:\Users\l\Documents\Banking-rag\data\product_terms\FNB-Smartphone-Tablet-Terms-and-conditions.pdf,product_terms
"telecommunication services and they are not included with the device. You must arrange for the necessary telecommunication services yourself and pay for them separately. 
Faults must be reported to the manufacturer by calling the specified national call centres
If your device is faulty while it is still under the manufacturer’s warranty, you must call the national support centre of the relevant manufacturer to arrange for the 
manufacturer to repair your device. The manufacturer’s warranty is only valid for a period of one year from date of activation of your device. You may be charged for the 
repair of the device if the damage was caused by your negligence (the device being dropped, water damaged) or misused.
How and when you must pay for the device
You must pay FNB for the device every month, over 24 months from the date you purchased the device. Every month FNB will automatically deduct the agreed monthly",C:\Users\l\Documents\Banking-rag\data\product_terms\FNB-Smartphone-Tablet-Terms-and-conditions.pdf,product_terms
"You must pay FNB for the device every month, over 24 months from the date you purchased the device. Every month FNB will automatically deduct the agreed monthly 
fee from your FNB Cheque Account. This will happen for 24 months. The amount FNB deducts for the device will appear on your monthly FNB Cheque Account statement 
or on a separate statement. You can contact FNB on 0860 102 970 if you require information about the outstanding balance you owe for your device. 
You will become legally responsible to pay FNB the full retail value of the device in one payment if any of 
the following happens:
If you pay for the device before the end of the 24 month payment period (early settlement).•	
If your FNB Cheque Account is closed for any reason before the 24 month payment period has ended.•	
If FNB cannot deduct your monthly payment for any reason.•	
If your credit report/record is not in good standing.•	
If you do not switch your Debit Orders to this FNB Cheque Account.•",C:\Users\l\Documents\Banking-rag\data\product_terms\FNB-Smartphone-Tablet-Terms-and-conditions.pdf,product_terms
"If FNB cannot deduct your monthly payment for any reason.•	
If your credit report/record is not in good standing.•	
If you do not switch your Debit Orders to this FNB Cheque Account.•	
If you do not register for FNB Online Banking.•	
If you do not pay your salary into this FNB Cheque Account and meet the minimum income requirements for the account each month.•	
If you change your account type to an account that does not qualify for the device (you must have an FNB Cheque Account with the Mobile Device pricing option).•	
If you breach any of your other agreements with FNB. •	
If any of the above happens, FNB will block the device and cancel your agreement in writing. You will have to pay the full retail value of the device which will be calculated as 
follows: The normal retail selling price of the device at the time you purchased the device from FNB less the total amount paid by you for the device until the date of breach.",C:\Users\l\Documents\Banking-rag\data\product_terms\FNB-Smartphone-Tablet-Terms-and-conditions.pdf,product_terms
"follows: The normal retail selling price of the device at the time you purchased the device from FNB less the total amount paid by you for the device until the date of breach. 
If you do not pay FNB the full retail value of the device when required, legal action will be taken to recover what you owe to FNB. FNB will then have to charge you default 
administration charges and collection costs.
This agreement will apply to you, if you purchase a Smartphone, Tablet or Laptop (“the device”) from First National Bank (“FNB”). 
This agreement applies to you along with your FNB Cheque Account Terms & Conditions, the FNB General Terms & Conditions 
and the Remote Banking Agreement.",C:\Users\l\Documents\Banking-rag\data\product_terms\FNB-Smartphone-Tablet-Terms-and-conditions.pdf,product_terms
"First National Bank - a division of FirstRand Bank Limited. An Authorised Financial Service and Credit Provider (NCRCP20).
Default administration charges and collection costs
FNB will charge you default administration charges. Default administration charges will be equal to the amount payable for a registered letter of demand in undefended actions 
under the Magistrates Court Act 1944. FNB will also charge you any reasonable and necessary expenses FNB incurs to deliver the letter to you.  Default administration charges 
are payable for each letter FNB sends you under part C of Chapter 6 of the National Credit Act (“NCA”). 
FNB will charge you collection costs. Collection costs may not exceed the amount it costs FNB to collect the debt to the extent limited by Part C of Chapter 6 of the NCA or under 
the following laws: 
The Magistrates’ Courts Act 1944.•	
The Attorneys’ Act 1979.•	
The Debt Collectors’ Act 1998.•	
Early Settlement",C:\Users\l\Documents\Banking-rag\data\product_terms\FNB-Smartphone-Tablet-Terms-and-conditions.pdf,product_terms
"the following laws: 
The Magistrates’ Courts Act 1944.•	
The Attorneys’ Act 1979.•	
The Debt Collectors’ Act 1998.•	
Early Settlement
If you decide to or have to pay for the device before the end of the 24 month period (early settlement) you will become responsible to pay FNB the full retail  
selling price of the device.
Lost/stolen and damaged devices
If your device is lost or stolen you must immediately report this to your Mobile Network Operator (MNO) so that your MNO can list the device on its blacklist according to 
the policy of the MNO at the time. You must also report the matter to the police. You will remain responsible to pay FNB for the device even if it is lost, stolen or if it is damaged. 
For this reason we recommend that you insure the device against loss or damage. The risk of loss or damage to the device will be yours once the device is delivered or handed",C:\Users\l\Documents\Banking-rag\data\product_terms\FNB-Smartphone-Tablet-Terms-and-conditions.pdf,product_terms
"For this reason we recommend that you insure the device against loss or damage. The risk of loss or damage to the device will be yours once the device is delivered or handed
to you by FNB. Your device may be pre-loaded with the FNB Banking App. You must read the Remote Banking Agreement, which is available on www.fnb.co.za, carefully and follow 
the safety tips and precautions recommended by FNB from time to time to prevent unauthorised persons from accessing your electronic banking profile using the device.   
If your device is lost or stolen, or if you think that your access codes may have been stolen or become known to anybody else, you must also immediately notify us so that we 
can block your electronic banking access until your access codes have been changed.",C:\Users\l\Documents\Banking-rag\data\product_terms\FNB-Smartphone-Tablet-Terms-and-conditions.pdf,product_terms
"Version updated 20 March 2025 
STANDARD TERMS AND CONDITIONS (Standard T & Cs) 
 
Important Definitions:  
• The words “you” or “your” means the person taking up the solution and includes any other person you allow to use (give 
instructions and transact on) the solution.  
• The words “us”, “our”, “we” means FirstRand Bank Limited or the entity within the FirstRand group of companies who is 
the solution provider unless indicated otherwise or where it is clear from the context that another entity is referred to. The 
other entities in the FirstRand group of companies may also accept rights and benefits established by way of these 
Standard T & Cs, in which case these Standard T & Cs will also apply between you and such other entities.   
• The word “solution” means any banking, lending, insurance, investment, telecommunications or other products, goods, 
services, benefits, policies and rewards you select with us. This excludes third-party providers products and services.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"services, benefits, policies and rewards you select with us. This excludes third-party providers products and services. 
• The words “interface” or “channel” means any way you can use to interact with us or made available by us for interaction, 
for example through an app or a website  without assistance, or through assistance from a representative, for example 
face-to-face with our employees, and any future methods made available through our platform. 
• The “platform” is your key to trusted, innovative technology and solutions. You can use our platform to do many exciting 
things like browse, view, or take up offerings available in the country from where you are accessing the platform; connect 
and interact with us; shop at our virtual shopping mall; and connect with other consumers, suppliers, producers, retailers, 
wholesalers and other third-party providers of goods and services. Use of our platform is governed by our Platform Rules. 
1. OUR AGREEMENT",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"wholesalers and other third-party providers of goods and services. Use of our platform is governed by our Platform Rules. 
1. OUR AGREEMENT 
• Each solution has its own solution agreement with applicable terms and conditions and other documents that may apply 
to that solution. In addition, these Standard T&Cs and our Platform Rules apply to each solution.  
 
• Nothing in these Standard T & Cs  is intended or must be understood to unlawfully restrict, limit, or avoid any right or 
obligation created for either you or us in terms of any other applicable laws. Applicable laws refer to the relevant laws 
and regulations that may apply to our platform, interfaces, channels or solutions. 
• If there is a conflict (clash) between a clause in these Standard T&Cs and a clause in the Platform Rules the clause in 
these Standard T&Cs will apply. 
• If there is a conflict (clash) between a clause in these Standard T&Cs and a clause in the solution agreement the clause",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"these Standard T&Cs will apply. 
• If there is a conflict (clash) between a clause in these Standard T&Cs and a clause in the solution agreement the clause 
of the solution agreement will apply. 
2. RULES APPLICABLE TO INTERFACES AND CHANNELS  
(This clause is applicable as soon as you register to use an interface or channel, get access to use an interface or channel or 
use an interface or channel whichever is the soonest.) 
• You must be 18 years or older or a major to use our interfaces and channels. If you are younger than 18 years or a minor, 
you must have the consent of your parent or guardian to use our interfaces and channels.  
• We will only process your instruction or transaction if we are permitted to do so in law and contract. 
• If you transact or give instructions on our interfaces and channels, you agree that: 
o We do not have to  process the instruction or transaction if you do not have sufficient funds in the relevant 
account.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"o We do not have to  process the instruction or transaction if you do not have sufficient funds in the relevant 
account. 
o There are instruction or transaction limits that apply for your protection. These limits may be set for your solution 
or account, for other persons allowed to transact on your solution or account or for the interface or channel. 
We do not have to carry out any instruction or transaction from you if you exceeded or will exceed the limit. If 
you need to exceed any limits, you need to arrange with us beforehand by way of our interfaces or channels . 
For security reasons, we reserve the right to adjust the limits at our discretion.  Please refer to your solution 
agreement regarding credit limits for credit or lend solutions.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
o You must give us correct and complete information  when you give us  instructions or when you transact. We 
are unable to, and do not, check or confirm all information related to the instruction or transaction.  
o We are not responsible if you do not complete an instruction or transaction or if you do not follow our 
instructions when you transact. 
o Some instructions or transactions cannot be reversed or stopped once you send them. 
o Instructions or transactions on unassisted or assisted interfaces and channels take the same time to complete 
unless we state otherwise. Some instructions or transactions may take longer to be completed. Please obtain 
the turnaround times  from our interfaces and channels, especially if you have an urgent instruction or 
transaction.  
o You must not assume that we have received an instruction or transaction until we have confirmed receipt, or",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"transaction.  
o You must not assume that we have received an instruction or transaction until we have confirmed receipt, or 
acted on  the instruction or transaction , whichever happens first.   If you are not sure if a n instruction or  
transaction has been sent , received or processed you must contact us. Do not submit an instruction  or 
transaction again as this can result in the same instruction or transaction being processed again and you will 
be responsible for the duplicated instruction or transaction.  
o You will be regarded as having accepted and authorised all instructions and transactions and changes 
to your interface, channel, solution or account settings made via the interfaces or channels.  
o Software Risk: From time to time , we may make third party software  or applications available for 
download via our interfaces or channels. You download and use this software or applications at your",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"download via our interfaces or channels. You download and use this software or applications at your 
own risk. We make no warranty about th is software or applications. You will be bound to the license 
terms of the software licensor . You agree to indemnify us and hold us harmless if you breach the 
license conditions. 
• If you interact, give instructions or transact with any third -party providers on our interfaces or channels, then you agree 
that: 
o We will not be liable for any delays caused by third-party providers.   
o We are not responsible for links to third party websites, its content , for the third party’s actions or 
omissions, or its products, goods or services. 
o The interfaces  or channels  may allow you to view or access third party websites or content or purchase 
products, goods or services provided by third parties.  Even though we may make third party websites, content",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"products, goods or services provided by third parties.  Even though we may make third party websites, content 
or products, goods or services available to you, we do not endorse or recommend the third party or its products, 
goods or services. You alone are responsible for deciding whether the third party or its products , goods or 
services meet your requirements. Terms and conditions may apply to those third-party products, goods or 
services and form an agreement between you and the third party.  
o You alone are responsible for obtaining the terms and conditions that apply to you and the products , goods or 
services offered by the third party. The categories or types of third parties whose products, goods or services 
may be available from or associated with the interfaces or channels may vary from time to time. We have no 
control over such third parties or their products, goods or services. We are not a party to any disputes between",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"control over such third parties or their products, goods or services. We are not a party to any disputes between 
you and the third party. You are responsible for ensuring that any transactions you make or instructions you 
give on these third-party sites are lawful.  
o We are not responsible to you for any loss or damage you suffer, whether directly or indirectly, because 
of a third party or its products, goods or services or your use of the products, goods or services. You 
take the risk of using or purchasing third party products , goods or services. You hereby agree to 
indemnify us and hold us harmless for any loss or damage you may suffer in this regard.  
• When you access our interfaces and channels, you agree to the following: 
o You play an important role in protecting yourself against fraud. For your safety you must follow the security tips 
we give you on the interfaces and channels, including the tips published at the Security Centre on our interfaces 
and channels.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"we give you on the interfaces and channels, including the tips published at the Security Centre on our interfaces 
and channels. 
o You must logoff from the interface or channel after using it. 
o You should avoid  using public communication facilities such as internet cafés, but if you do, you must take 
special care to protect your digital security.  
o You must have the necessary anti-virus or anti-malware software on your devices. 
o Each time you engage with us on or logon to non-face to face interfaces or channels (like our Apps or websites), 
you must enter the correct access information or take any other steps we may require for us to verify your 
identity and the electronic communications you send us. This is known as authentication . Access information",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
includes access credentials, or Cell phone Banking personal identification number (“mobile pin” or “MOPIN”). 
To protect you, we can refuse to act on any instructions you send us or can cancel your access (temporarily or 
permanently) if you do  not meet the authentication requirements. We may require an additional layer of 
authentication for certain transactions. This may include transactions where a unique number known as a One 
Time PIN  (OTP) is sent to your device or when an App Push Notification is sent to your App before the 
transaction can be completed. Take note: You can have the OTP sent to your inContact number or a separate 
mobile number of your choice. A loss of signal to your OTP or inContact number can indicate a SIM SWAP. 
Notify us immediately by calling the numbers available on our interfaces or channels  to enable us to secure 
your profile. You may also call us via the App.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Notify us immediately by calling the numbers available on our interfaces or channels  to enable us to secure 
your profile. You may also call us via the App.   
o You must , at your own cost,  have the necessary equipment, hardware, software and access to third -party 
communication services (as applicable), including any upgrades you may require,  to access our interfaces or 
channels. You are responsible for the equipment you use to access the interfaces  or channels. We have no 
control over the equipment, software or service providers. We are not responsible for any error or delay 
that may arise or if you are unable to access the interfaces or channels because of your equipment, 
software or services provider.  
o We will act on and accept all instructions or transactions done after you entered your correct access credentials 
and met the verification requirements set by us. We will assume that all such instructions or transactions",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"and met the verification requirements set by us. We will assume that all such instructions or transactions 
were authorised by you, even if such instructions or transactions took place without your knowledge 
or consent or were not authorised by you. This will not apply to instructions or transactions that occur after 
you requested that we cancel your access credentials.  
o All electronic communications that are sent to us during a logged in session will be treated as valid and authentic 
(i.e., after you have met our authentication requirements and are logged -in to an interface  or channel). This 
means that these electronic communications will have the same legal effect as written and signed paper 
communications from you.  
o IMPORTANT: You must never give or show your access credentials to any person, including our employees 
or anyone claiming to work for or represent us in any way. You must never respond to requests to enter or",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"or anyone claiming to work for or represent us in any way. You must never respond to requests to enter or 
“confirm” your access credentials, sent to you via an email , SMS or instant message. This is known as 
“phishing” where the sender tries to trick you into giving them your confidential information by pretending a 
communication was sent from us. We will never ask you to give us your sensitive secret information, including 
access credentials by email, SMS, instant message or even over the telephone. We will not refund you if you 
respond to these “phishing” messages and lose money as a result of doing so . Fraudsters will also 
attempt to call you to get your access credentials (“Vishing”). You can also receive an SMS with a link 
(""Smishing”), and you should never interact with anyone who attempts to obtain information via “Vishing” or 
“Smishing”.  
o Certain financial aggregation apps ( like apps that help you track your spending across different financial",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"“Smishing”.  
o Certain financial aggregation apps ( like apps that help you track your spending across different financial 
institutions) may ask you to enter your access credentials to use their service, but if you do so, you put yourself 
at risk and third parties will be able to access information about your accounts , instructions, transactions and 
other confidential information. If you are defrauded because you used a third -party app or site, we will 
treat this as a voluntary compromise of your access credentials and confidential information and will 
not be legally responsible to you or any other person for any loss or damage you or they suffer.  
o You are strictly prohibited from allowing any systems to log in on your behalf into our interfaces or channels. 
This includes payment gateways, data aggregation apps and screen scraping.  For example, if you make a 
payment on a third-party application by using an instant EFT, the payment provider may require access to your",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"payment on a third-party application by using an instant EFT, the payment provider may require access to your 
banking profile with us and this could compromise your access credentials. 
o The same access credentials can be used to access different interfaces or channels.  This means that if your 
access credentials are disclosed to someone else you can be defrauded across all the interfaces or channels. 
You must immediately contact us if you  know or even suspect that your access credentials have been 
compromised to ensure that your profile is secured.  
o By allowing an authorised user to access your profile using the interface or channel, you give that person the 
authority to act as your agent. This means that anything the authorised user does or does not do will bind you 
or be attributed to you. In other words, we will treat anything they did or did not do, as if you personally did it or 
did not do it.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
o You must notify us immediately when any user’s access rights must be changed or cancelled by completing 
and signing the required forms. You can also do this on our interfaces and channels. Any cancellation of, or 
change to, a user’s access rights will not affect any instruction submitted or transaction made by that user 
before the change has been made. 
o You must ensure that your device which you use for instructions or transactions is always in your possession 
and protected with an additional access code, password or pattern lock.  If your device to which your App or 
online banking is linked is no longer in your possession permanently (for e.g., due to theft, loss or if you sold it) 
or temporarily (your device is being repaired) you must contact us immediately and delink your App or online 
banking immediately. 
o If you receive suspicious communications (including emails, SMSs) or if you suspect or know that your access",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"banking immediately. 
o If you receive suspicious communications (including emails, SMSs) or if you suspect or know that your access 
credentials were lost, stolen or may be used without your permission, call us on the numbers available on our 
interfaces and channels and block your profile via the App or website. Standard network rates will apply.  
o You must not keep your access credentials together with your access cards or other documents. Do not store 
your access credentials on the equipment you use to access  our interfaces or channels . For example, never 
store your PIN or Cell phone Banking PIN on, with or near your mobile, computer, and devices. For security 
purposes, we recommend that you memorise your access credentials.  
o You are not allowed to register for or access the interfaces or channels using someone else’s access 
credentials or personal information.  
o You must immediately ask us to cancel your access credentials if you suspect or know that your access",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"credentials or personal information.  
o You must immediately ask us to cancel your access credentials if you suspect or know that your access 
credentials were lost, stolen, or may be used without your permission.  
o If there is a dispute about whether or when you told us to cancel your access credentials, it will be your 
responsibility to prove how and when you told us to cancel your access credentials.  For this reason, 
you must request and keep any reference numbers we give you when you call us to cancel your access 
credentials or any other calls you make to us. 
o After we have cancelled your access credentials, we will reject all instructions and transactions done from the 
date on which your access credentials were cancelled.  
o We reserve the right to block your access to the interfaces or channels at any time to maintain or restore 
security, if we reasonably believe that your access credentials were or may be obtained or are being used or",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"security, if we reasonably believe that your access credentials were or may be obtained or are being used or 
may be used by an unauthorised person. 
o You must tell us immediately when you become aware that a suspicious transaction has taken place and you 
must open a case at the nearest police service or law enforcement agency. We will investigate any loss that 
you suffered because of the alleged fraud. You must co -operate with us and the police service or law 
enforcement agency in any investigation. 
o You must comply with the user guidelines we put on the interfaces  or channels. If there is a conflict ( clash) 
between these Standard T&Cs and the guidelines, these Standard T&Cs will apply instead of the guidelines.  
 
3. FEES AND CHARGES YOU MUST PAY US  
• In return for providing you with solutions, you will be liable to us for the fees, charges and interest as stated in the solution 
agreement, annual pricing letter, pricing guide or relevant interface and channels.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"agreement, annual pricing letter, pricing guide or relevant interface and channels.  
• We may, where permitted and without prior notice, charge all fees and costs which are due and payable against your 
demand deposit account or other account nominated by you for these purposes or, if you did not nominate an account 
or if the funds in those accounts are insufficient, against any account of yours held with us. 
• We may charge you for enquiries we receive from you about a payment. We will inform you what the charge is before we 
start investigating your enquiry. 
• We may, to the extent allowed by law, increase our fees and charges from time to time. We may waive, reduce or reverse 
fees or charges on a case-by-case basis. If possible, w e will advise you of any changes to fees and charges by giving 
you notice of the changes within a reasonable time before the change takes effect, or as required by law or codes of 
conduct.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
4. WHEN AND HOW WE WILL SEND YOU STATEMENTS 
• We may provide you with the ability to view or download certain statements, if required by law, by making it available on 
our platform and it may be obtained by using one or more of the following interfaces or channels: Online, App, Automated 
Deposit Terminal (ADT), Automatic Teller Machine (ATM), Cell phone banking or at any of our branches. You may be 
charged for statements. In exceptional circumstances we may email statements at your request and at your own 
risk. 
• Your statement will reflect all the transactions on your solution for the period shown on the statement. Transactions 
carried out, but not yet cleared, paid, deducted from your solution will not appear on your statement for that statement 
period. You may view pending transactions on the App or website.  
• Certain information, including your account balance information that is made available to you on the interfaces  or",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"period. You may view pending transactions on the App or website.  
• Certain information, including your account balance information that is made available to you on the interfaces  or 
channels may be delayed and may not show your recent transactions. You can confirm your account balance information 
by contacting us.  
5. YOU MUST CHECK YOUR STATEMENT CAREFULLY AND REPORT ANY MISTAKES 
• You must check each entry on your statement carefully as soon as you get your statement.  
• You must report any mistakes or transactions done without your permission to us within 30 calendar days from the date 
of the statement. Our contact details are available on our interfaces and channels. If you do not do this, we will treat 
the entries and transactions shown on the statement as correct or done by you or with your permission.  
• IMPORTANT: We will not be responsible for any loss or damage you suffer because you did not report errors or",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"• IMPORTANT: We will not be responsible for any loss or damage you suffer because you did not report errors or 
unauthorised transactions in time. If you receive inContact notifications, you must report any unauthorised 
transactions to us immediately, without  any delay, to prevent further unauthorised transactions. If you do not 
do this, we can hold you responsible for those transactions.  
 
6. INCONTACT NOTIFICATIONS 
• inContact is a messaging service which provides you with notifications of certain account activity via App Push Notification 
to your selected mobile number via a direct message to your linked App or via email to your selected email address or 
via SMS to your selected mobile number. It is important that you read your inContact notifications as soon as you receive 
them.  
• In certain circumstances we will first try to send you a direct message via an App Push Notification, and if we cannot, we 
will send you an SMS or email.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"them.  
• In certain circumstances we will first try to send you a direct message via an App Push Notification, and if we cannot, we 
will send you an SMS or email.  
• inContact is designed to help you track activity on your account and minimise potential unauthorised transactions.  
• You may incur a fee for the inContact Notification Service. Kindly refer to our pricing guide located on our websites or 
Apps for the full fee structure.  
• The types and values of transactions that we provide notifications for do change from time to time. You must take the 
necessary precautions by safeguarding your solutions, accounts, cards, device  and access mechanisms, such as 
usernames, passwords, OTPs and PINs. You are responsible for ensuring that we have your correct mobile numbers 
and email addresses. Your inContact information may be updated through our interfaces or channels.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"and email addresses. Your inContact information may be updated through our interfaces or channels. 
• You must keep your inContact details i.e., your selected cell phone number and or email address up to date at all times.  
• We will not be held responsible if your SMS or email is sent to the wrong number or address.  
• We cannot guarantee receipt or delivery of an SMS or e -mail as we and you use external third parties (like your 
telecommunications provider) for relaying of SMS or e-mail. Although we do send you inContact notifications , your 
statement will be the main and final record of all transactions on your account.",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"Version updated 20 March 2025 
• If there is a dispute about when a notification was sent, the records on our system will be proof of the date and 
time of the sending of the notification unless you can prove otherwise.   
• If you do not notify us of any unauthorised transaction, you agree that we can treat the transaction as correct 
and hold you legally responsible for the transaction as if you had done or approved it.  
• In the event of fraud, you must report the suspicious or unauthorised transactions to us immediately. We will investigate 
any loss that you suffered because of any suspicious or unauthorised transactions and it may be necessary, as part of 
our investigation, for you to supply us with certain information, including a police services or law enforcement agency 
case number. You must co -operate with us and the authorities  in any investigation  and provide us with accurate",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"case number. You must co -operate with us and the authorities  in any investigation  and provide us with accurate 
information. We may refund you once it has been established that you suffered financial loss as a direct result of the 
fraud, but only if certain conditions are met, as determined by the specific solution agreement. This may include your 
negligent actions – like compromising your access credentials. 
o Note: This clause does not apply if the fraud or suspected fraud was committed by an authorised user 
or additional cardholder. 
• inContact subscribers can access Cell phone  Banking Lite by dialling *120*321# (note: airtime charges may apply) 
(applicable to South Africa only) . You can use it to monitor your account by viewing transactions and balances on all 
accounts linked to your profile and to perform limited transactions.  
• If you are registered for online banking or the App, your inContact number can be used to receive your OTP. Should your",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"accounts linked to your profile and to perform limited transactions.  
• If you are registered for online banking or the App, your inContact number can be used to receive your OTP. Should your 
OTP and inContact numbers be different from each other you must maintain them individually. If your OTP number differs 
from your inContact number, your OTP number is not automatically updated when you change your inContact details.  
• If you are a Cell phone  Banking or inContact user and you notice anything suspicious you must also contact us 
immediately. Thereafter please also contact your service provider/network operator to report the suspicious activity e.g., 
SIM SWAP (a sudden loss of service can be an indication of a SIM SWAP).  
 
7. HOW WE TREAT YOUR PERSONAL INFORMATION (Privacy Term) 
• We may record all interactions with you to: 
o check that we carried out your instructions correctly and that we are meeting our regulatory obligations;",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"• We may record all interactions with you to: 
o check that we carried out your instructions correctly and that we are meeting our regulatory obligations;  
o help detect or prevent fraud or other crimes; and  
o improve our services to you and other customers.  
• Your personal information (which, for the purposes of this term, includes special personal information) will be held by 
entities within the FirstRand group of companies. 
• To better understand the entities that form part of the FirstRand group of companies and how your personal information 
is treated, please refer to FirstRand’s Group Customer Privacy Notice which forms part of this privacy term. The privacy 
notice can be found on our Apps and websites or contact us to request a copy.  
• In this privacy term references to “we”, “us” or “our” are references to the entities in the FirstRand group of companies,",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
"• In this privacy term references to “we”, “us” or “our” are references to the entities in the FirstRand group of companies, 
and all affiliates, associates, cessionaries, delegates, successors in title or third parties (authorised agents and 
contractors), when such parties are acting as responsible parties or operators in terms of applicable privacy laws, unless 
stated otherwise. References to privacy related terminology used in this term (such as personal information and 
responsible party) should also be rea d as to incorporate any similar terminology used in the jurisdiction in which your 
personal information is processed. 
• By accepting these Standard T&Cs or by using any solution offered by us, you acknowledge that to:  
o conclude and fulfil contractual terms or obligations to you;",C:\Users\l\Documents\Banking-rag\data\product_terms\StandardTermsandConditions.pdf,product_terms
